testSeq,testFORM,AccNum
2,2015_1,PTE427
176,2013_1,PTE428
2,2014_2,PTE429
69,2013_3,PTE43
2,2012_1,PTE437
150,2014_3,PTE442
153,2013_3,PTE448
155,2013_1,PTE449
176,2013_2,PTE450
158,2013_1,PTE456
4,2015_1,PTE458
4,2012_1,PTE459
168,2014_2,PTE460
4,2013_2,PTE469
165,2015_1,PTE473
168,2012_3,PTE474
5,2012_1,PTE477
76,2012_2,PTE48
5,2014_1,PTE482
2,2012_2,PTE483
4,2014_2,PTE486
173,2015_2,PTE488
70,2013_2,PTE49
173,2013_3,PTE494
6,2012_1,PTE495
6,2014_2,PTE497
70,2013_1,PTE50
3,2012_2,PTE508
71,2015_2,PTE51
5,2012_3,PTE514
173,2015_1,PTE520
172,2015_3,PTE522
175,2013_3,PTE525
6,2015_2,PTE526
72,2013_1,PTE53
231,2013_2,PTE531
6,2013_1,PTE538
71,2015_1,PTE54
10,2013_2,PTE542
8,2012_3,PTE543
7,2013_1,PTE547
6,2015_3,PTE551
7,2015_3,PTE553
10,2014_2,PTE559
11,2013_2,PTE567
8,2013_1,PTE569
9,2015_2,PTE570
10,2012_3,PTE575
176,2014_3,PTE581
9,2013_1,PTE584
9,2014_1,PTE586
6,2013_3,PTE589
10,2012_2,PTE591
7,2013_3,PTE593
10,2014_1,PTE595
10,2012_1,PTE606
10,2013_1,PTE608
10,2015_3,PTE609
11,2012_1,PTE614
7,2014_3,PTE618
73,2013_3,PTE62
11,2015_2,PTE621
77,2015_3,PTE63
9,2014_3,PTE640
10,2014_3,PTE644
8,2015_1,PTE646
80,2014_1,PTE65
11,2014_3,PTE653
8,2013_3,PTE656
12,2014_2,PTE664
12,2012_1,PTE666
11,2015_3,PTE667
9,2015_1,PTE668
13,2014_1,PTE669
13,2012_3,PTE679
73,2013_2,PTE68
13,2013_2,PTE681
12,2015_2,PTE684
13,2014_2,PTE686
11,2013_1,PTE688
13,2012_1,PTE689
14,2012_1,PTE690
12,2015_3,PTE691
13,2015_3,PTE692
14,2015_3,PTE693
13,2015_2,PTE695
13,2014_3,PTE696
12,2013_1,PTE699
83,2014_2,PTE70
10,2015_1,PTE700
14,2013_2,PTE711
13,2012_2,PTE718
73,2015_2,PTE72
14,2014_2,PTE722
16,2015_2,PTE723
15,2012_3,PTE728
14,2014_1,PTE729
14,2014_3,PTE731
15,2014_1,PTE732
15,2013_1,PTE733
11,2013_3,PTE734
12,2013_3,PTE736
17,2015_2,PTE737
15,2014_2,PTE739
75,2015_1,PTE74
178,2014_3,PTE740
16,2014_1,PTE741
14,2013_3,PTE742
15,2013_3,PTE744
16,2015_1,PTE745
16,2013_1,PTE751
15,2012_2,PTE757
15,2014_3,PTE761
16,2014_3,PTE763
16,2015_3,PTE764
16,2013_3,PTE766
17,2012_1,PTE767
17,2012_3,PTE768
80,2012_1,PTE77
17,2015_3,PTE770
17,2012_2,PTE774
17,2014_2,PTE778
75,2013_2,PTE78
17,2013_2,PTE785
17,2013_3,PTE790
176,2014_1,PTE792
178,2014_2,PTE793
178,2014_1,PTE795
179,2014_3,PTE826
80,2014_3,PTE83
202,2012_1,PTE831
76,2013_2,PTE84
18,2015_2,PTE842
18,2013_3,PTE843
18,2014_3,PTE845
175,2015_1,PTE849
81,2012_2,PTE85
18,2015_3,PTE850
19,2015_3,PTE851
19,2013_3,PTE856
18,2014_2,PTE857
18,2015_1,PTE858
176,2015_3,PTE860
19,2014_3,PTE861
177,2015_3,PTE862
20,2013_3,PTE863
178,2015_3,PTE865
18,2012_1,PTE866
19,2012_1,PTE868
18,2013_2,PTE874
179,2015_3,PTE876
19,2013_2,PTE877
21,2013_3,PTE879
20,2015_3,PTE880
19,2015_2,PTE882
19,2012_2,PTE883
22,2013_3,PTE884
21,2015_3,PTE885
19,2015_1,PTE886
81,2012_3,PTE89
20,2012_2,PTE893
19,2014_2,PTE894
21,2013_2,PTE895
22,2012_1,PTE906
18,2013_1,PTE909
82,2012_3,PTE91
181,2015_3,PTE910
23,2013_2,PTE911
178,2015_1,PTE912
24,2015_3,PTE915
22,2015_1,PTE916
22,2014_3,PTE918
23,2014_3,PTE921
179,2015_1,PTE923
182,2015_3,PTE925
20,2012_3,PTE927
25,2015_3,PTE928
24,2013_3,PTE929
25,2014_3,PTE932
21,2012_3,PTE933
27,2012_1,PTE934
180,2014_3,PTE935
28,2012_1,PTE936
21,2014_2,PTE938
22,2012_3,PTE939
82,2014_3,PTE94
183,2015_3,PTE941
181,2014_3,PTE942
25,2013_3,PTE945
20,2014_1,PTE947
26,2013_3,PTE949
82,2012_1,PTE95
184,2015_3,PTE952
25,2012_3,PTE953
29,2012_1,PTE955
22,2012_2,PTE956
179,2014_2,PTE957
20,2013_1,PTE959
83,2012_2,PTE96
28,2013_3,PTE960
21,2014_1,PTE962
185,2015_3,PTE963
26,2012_3,PTE964
186,2015_3,PTE967
187,2015_3,PTE969
180,2015_2,PTE970
188,2015_3,PTE971
182,2015_1,PTE972
22,2013_1,PTE973
189,2015_3,PTE975
23,2013_1,PTE977
179,2014_1,PTE979
80,2015_1,PTE98
27,2014_3,PTE981
29,2013_3,PTE984
24,2014_1,PTE986
28,2014_3,PTE988
191,2015_3,PTE991
24,2013_1,PTE996
28,2012_3,PTE998
1,2016_1,PTE06
2,2016_1,PTE07
3,2016_1,PTE09
4,2016_1,PTE16
5,2016_1,PTE32
6,2016_1,PTE46
7,2016_1,PTE48
8,2016_1,PTE68
9,2016_1,PTE71
10,2016_1,PTE78
11,2016_1,PTE79
12,2016_1,PTE84
13,2016_1,PTE97
14,2016_1,PTE130
15,2016_1,PTE131
16,2016_1,PTE135
17,2016_1,PTE140
18,2016_1,PTE150
19,2016_1,PTE193
20,2016_1,PTE196
21,2016_1,PTE198
22,2016_1,PTE207
23,2016_1,PTE214
24,2016_1,PTE246
25,2016_1,PTE247
26,2016_1,PTE249
27,2016_1,PTE413
28,2016_1,PTE416
29,2016_1,PTE417
30,2016_1,PTE424
31,2016_1,PTE448
32,2016_1,PTE449
33,2016_1,PTE453
34,2016_1,PTE486
35,2016_1,PTE499
36,2016_1,PTE560
37,2016_1,PTE573
38,2016_1,PTE583
39,2016_1,PTE602
40,2016_1,PTE604
41,2016_1,PTE698
42,2016_1,PTE721
43,2016_1,PTE741
44,2016_1,PTE748
45,2016_1,PTE775
46,2016_1,PTE870
47,2016_1,PTE883
48,2016_1,PTE890
49,2016_1,PTE899
50,2016_1,PTE917
51,2016_1,PTE922
52,2016_1,PTE933
53,2016_1,PTE943
54,2016_1,PTE1089
55,2016_1,PTE1124
56,2016_1,PTE1196
57,2016_1,PTE1201
58,2016_1,PTE1214
59,2016_1,PTE1231
60,2016_1,PTE1238
61,2016_1,PTE1239
62,2016_1,PTE1242
63,2016_1,PTE1258
64,2016_1,PTE1284
65,2016_1,PTE1293
66,2016_1,PTE1300
67,2016_1,PTE1310
68,2016_1,PTE1326
69,2016_1,PTE1356
70,2016_1,PTE1382
71,2016_1,PTE1429
72,2016_1,PTE1453
73,2016_1,PTE1478
74,2016_1,PTE1579
75,2016_1,PTE1587
76,2016_1,PTE1589
77,2016_1,PTE1614
78,2016_1,PTE1632
79,2016_1,PTE1636
80,2016_1,PTE1654
81,2016_1,PTE1670
82,2016_1,PTE1672
83,2016_1,PTE1739
84,2016_1,PTE1758
85,2016_1,PTE1805
86,2016_1,PTE1830
87,2016_1,PTE1835
88,2016_1,PTE1848
89,2016_1,PTE1879
90,2016_1,PTE1881
91,2016_1,PTE1895
92,2016_1,PTE1914
93,2016_1,PTE1929
94,2016_1,PTE1969
95,2016_1,PTE2009
96,2016_1,PTE2017
97,2016_1,PTE2040
98,2016_1,PTE2044
99,2016_1,PTE2065
100,2016_1,PTE2069
101,2016_1,PTE2075
102,2016_1,PTE2081
103,2016_1,PTE2088
104,2016_1,PTE2096
105,2016_1,PTE2097
106,2016_1,PTE2115
107,2016_1,PTE2118
108,2016_1,PTE2124
109,2016_1,PTE2126
110,2016_1,PTE2138
111,2016_1,PTE2155
112,2016_1,PTE2216
113,2016_1,PTE2267
114,2016_1,PTE2268
115,2016_1,PTE2274
116,2016_1,PTE2295
117,2016_1,PTE2298
118,2016_1,PTE2318
119,2016_1,PTE2320
120,2016_1,PTE2324
121,2016_1,PTE2352
122,2016_1,PTE2390
123,2016_1,PTE2405
124,2016_1,PTE2435
125,2016_1,PTE2485
126,2016_1,PTE2488
127,2016_1,PTE2637
128,2016_1,PTE2659
129,2016_1,PTE2661
130,2016_1,PTE2668
131,2016_1,PTE2685
132,2016_1,PTE2709
133,2016_1,PTE2726
134,2016_1,PTE2731
135,2016_1,PTE2734
136,2016_1,PTE2742
137,2016_1,PTE2745
138,2016_1,PTE2785
139,2016_1,PTE2855
140,2016_1,PTE2978
141,2016_1,PTE3128
142,2016_1,PTE3152
143,2016_1,PTE3182
144,2016_1,PTE3193
145,2016_1,PTE3197
146,2016_1,PTE3271
147,2016_1,PTE3272
148,2016_1,PTE3317
149,2016_1,PTE3340
150,2016_1,PTE3348
151,2016_1,PTE3369
152,2016_1,PTE3378
153,2016_1,PTE3416
154,2016_1,PTE3461
155,2016_1,PTE3468
156,2016_1,PTE3476
157,2016_1,PTE3509
158,2016_1,PTE3525
159,2016_1,PTE3554
160,2016_1,PTE2537
161,2016_1,PTE2550
162,2016_1,PTE2564
163,2016_1,PTE2587
164,2016_1,PTE3600
165,2016_1,PTE3646
166,2016_1,PTE3675
167,2016_1,PTE3676
168,2016_1,PTE3685
169,2016_1,PTE3698
170,2016_1,PTE3791
171,2016_1,PTE3796
172,2016_1,PTE3819
173,2016_1,PTE3831
174,2016_1,PTE3863
175,2016_1,PTE3864
176,2016_1,PTE162
177,2016_1,PTE181
178,2016_1,PTE226
179,2016_1,PTE244
180,2016_1,PTE251
181,2016_1,PTE257
182,2016_1,PTE259
183,2016_1,PTE262
184,2016_1,PTE263
185,2016_1,PTE267
186,2016_1,PTE270
187,2016_1,PTE275
188,2016_1,PTE276
189,2016_1,PTE277
190,2016_1,PTE280
191,2016_1,PTE283
192,2016_1,PTE284
193,2016_1,PTE286
194,2016_1,PTE289
195,2016_1,PTE291
196,2016_1,PTE297
197,2016_1,PTE303
198,2016_1,PTE306
199,2016_1,PTE308
200,2016_1,PTE313
201,2016_1,PTE314
202,2016_1,PTE316
203,2016_1,PTE319
204,2016_1,PTE321
205,2016_1,PTE325
206,2016_1,PTE331
207,2016_1,PTE335
208,2016_1,PTE337
209,2016_1,PTE338
210,2016_1,PTE340
211,2016_1,PTE344
212,2016_1,PTE346
213,2016_1,PTE426
214,2016_1,PTE445
215,2016_1,PTE504
216,2016_1,PTE1185
217,2016_1,PTE1341
218,2016_1,PTE1345
219,2016_1,PTE1667
220,2016_1,PTE1812
221,2016_1,PTE1825
222,2016_1,PTE1839
223,2016_1,PTE1852
224,2016_1,PTE1933
225,2016_1,PTE1935
226,2016_1,PTE1939
227,2016_1,PTE1943
228,2016_1,PTE2024
229,2016_1,PTE2038
230,2016_1,PTE2064
231,2016_1,PTE2066
232,2016_1,PTE2073
233,2016_1,PTE2134
234,2016_1,PTE2472
235,2016_1,PTE2498
236,2016_1,PTE2636
237,2016_1,PTE2823
238,2016_1,PTE2869
239,2016_1,PTE2881
240,2016_1,PTE2902
1,2016_2,PTE20
2,2016_2,PTE27
3,2016_2,PTE33
4,2016_2,PTE36
5,2016_2,PTE39
6,2016_2,PTE42
7,2016_2,PTE47
8,2016_2,PTE56
9,2016_2,PTE58
10,2016_2,PTE77
11,2016_2,PTE89
12,2016_2,PTE115
13,2016_2,PTE148
14,2016_2,PTE156
15,2016_2,PTE188
16,2016_2,PTE205
17,2016_2,PTE218
18,2016_2,PTE221
19,2016_2,PTE227
20,2016_2,PTE231
21,2016_2,PTE234
22,2016_2,PTE236
23,2016_2,PTE237
24,2016_2,PTE238
25,2016_2,PTE243
26,2016_2,PTE248
27,2016_2,PTE407
28,2016_2,PTE429
29,2016_2,PTE435
30,2016_2,PTE452
31,2016_2,PTE456
32,2016_2,PTE475
33,2016_2,PTE497
34,2016_2,PTE501
35,2016_2,PTE514
36,2016_2,PTE524
37,2016_2,PTE576
38,2016_2,PTE608
39,2016_2,PTE636
40,2016_2,PTE644
41,2016_2,PTE675
42,2016_2,PTE678
43,2016_2,PTE767
44,2016_2,PTE773
45,2016_2,PTE792
46,2016_2,PTE869
47,2016_2,PTE875
48,2016_2,PTE889
49,2016_2,PTE937
50,2016_2,PTE955
51,2016_2,PTE986
52,2016_2,PTE1007
53,2016_2,PTE1013
54,2016_2,PTE1055
55,2016_2,PTE1091
56,2016_2,PTE1133
57,2016_2,PTE1153
58,2016_2,PTE1161
59,2016_2,PTE1163
60,2016_2,PTE1165
61,2016_2,PTE1180
62,2016_2,PTE1211
63,2016_2,PTE1220
64,2016_2,PTE1225
65,2016_2,PTE1261
66,2016_2,PTE1285
67,2016_2,PTE1299
68,2016_2,PTE1351
69,2016_2,PTE1430
70,2016_2,PTE1435
71,2016_2,PTE1502
72,2016_2,PTE1580
73,2016_2,PTE1590
74,2016_2,PTE1596
75,2016_2,PTE1604
76,2016_2,PTE1610
77,2016_2,PTE1649
78,2016_2,PTE1656
79,2016_2,PTE1669
80,2016_2,PTE1694
81,2016_2,PTE1701
82,2016_2,PTE1719
83,2016_2,PTE1756
84,2016_2,PTE1761
85,2016_2,PTE1773
86,2016_2,PTE1843
87,2016_2,PTE1861
88,2016_2,PTE1865
89,2016_2,PTE1876
90,2016_2,PTE1897
91,2016_2,PTE1916
92,2016_2,PTE1926
93,2016_2,PTE1941
94,2016_2,PTE1972
95,2016_2,PTE1993
96,2016_2,PTE2004
97,2016_2,PTE2077
98,2016_2,PTE2085
99,2016_2,PTE2095
100,2016_2,PTE2100
101,2016_2,PTE2106
102,2016_2,PTE2129
103,2016_2,PTE2150
104,2016_2,PTE2164
105,2016_2,PTE2173
106,2016_2,PTE2203
107,2016_2,PTE2242
108,2016_2,PTE2258
109,2016_2,PTE2279
110,2016_2,PTE2289
111,2016_2,PTE2292
112,2016_2,PTE2299
113,2016_2,PTE2300
114,2016_2,PTE2364
115,2016_2,PTE2369
116,2016_2,PTE2370
117,2016_2,PTE2381
118,2016_2,PTE2394
119,2016_2,PTE2396
120,2016_2,PTE2397
121,2016_2,PTE2409
122,2016_2,PTE2448
123,2016_2,PTE2483
124,2016_2,PTE2484
125,2016_2,PTE2486
126,2016_2,PTE2494
127,2016_2,PTE2613
128,2016_2,PTE2647
129,2016_2,PTE2663
130,2016_2,PTE2717
131,2016_2,PTE2778
132,2016_2,PTE2779
133,2016_2,PTE2846
134,2016_2,PTE2887
135,2016_2,PTE2899
136,2016_2,PTE3006
137,2016_2,PTE3007
138,2016_2,PTE3008
139,2016_2,PTE3010
140,2016_2,PTE3018
141,2016_2,PTE3141
142,2016_2,PTE3164
143,2016_2,PTE3187
144,2016_2,PTE3189
145,2016_2,PTE3212
146,2016_2,PTE3227
147,2016_2,PTE3242
148,2016_2,PTE3252
149,2016_2,PTE3302
150,2016_2,PTE3322
151,2016_2,PTE3354
152,2016_2,PTE3355
153,2016_2,PTE3386
154,2016_2,PTE3389
155,2016_2,PTE3428
156,2016_2,PTE3453
157,2016_2,PTE3459
158,2016_2,PTE3465
159,2016_2,PTE3470
160,2016_2,PTE3488
161,2016_2,PTE3500
162,2016_2,PTE3568
163,2016_2,PTE2593
164,2016_2,PTE3587
165,2016_2,PTE3597
166,2016_2,PTE3639
167,2016_2,PTE3672
168,2016_2,PTE3714
169,2016_2,PTE3736
170,2016_2,PTE3769
171,2016_2,PTE3821
172,2016_2,PTE3824
173,2016_2,PTE3850
174,2016_2,PTE3852
175,2016_2,PTE3866
176,2016_2,PTE163
177,2016_2,PTE177
178,2016_2,PTE180
179,2016_2,PTE228
180,2016_2,PTE241
181,2016_2,PTE252
182,2016_2,PTE260
183,2016_2,PTE261
184,2016_2,PTE265
185,2016_2,PTE268
186,2016_2,PTE272
187,2016_2,PTE273
188,2016_2,PTE274
189,2016_2,PTE278
190,2016_2,PTE282
191,2016_2,PTE287
192,2016_2,PTE292
193,2016_2,PTE294
194,2016_2,PTE295
195,2016_2,PTE300
196,2016_2,PTE302
197,2016_2,PTE310
198,2016_2,PTE311
199,2016_2,PTE317
200,2016_2,PTE323
201,2016_2,PTE324
202,2016_2,PTE326
203,2016_2,PTE327
204,2016_2,PTE328
205,2016_2,PTE334
206,2016_2,PTE339
207,2016_2,PTE342
208,2016_2,PTE343
209,2016_2,PTE345
210,2016_2,PTE461
211,2016_2,PTE523
212,2016_2,PTE1031
213,2016_2,PTE1035
214,2016_2,PTE1190
215,2016_2,PTE1246
216,2016_2,PTE1291
217,2016_2,PTE1321
218,2016_2,PTE1331
219,2016_2,PTE1338
220,2016_2,PTE1343
221,2016_2,PTE1555
222,2016_2,PTE1723
223,2016_2,PTE1735
224,2016_2,PTE1787
225,2016_2,PTE1822
226,2016_2,PTE1837
227,2016_2,PTE1891
228,2016_2,PTE1931
229,2016_2,PTE1937
230,2016_2,PTE1944
231,2016_2,PTE1995
232,2016_2,PTE2016
233,2016_2,PTE2083
234,2016_2,PTE2101
235,2016_2,PTE2452
236,2016_2,PTE2497
237,2016_2,PTE2500
238,2016_2,PTE2619
239,2016_2,PTE2639
240,2016_2,PTE2654
1,2016_3,PTE08
2,2016_3,PTE12
3,2016_3,PTE18
4,2016_3,PTE26
5,2016_3,PTE29
6,2016_3,PTE30
7,2016_3,PTE61
8,2016_3,PTE62
9,2016_3,PTE64
10,2016_3,PTE65
11,2016_3,PTE85
12,2016_3,PTE91
13,2016_3,PTE94
14,2016_3,PTE113
15,2016_3,PTE114
16,2016_3,PTE121
17,2016_3,PTE149
18,2016_3,PTE176
19,2016_3,PTE186
20,2016_3,PTE194
21,2016_3,PTE199
22,2016_3,PTE201
23,2016_3,PTE222
24,2016_3,PTE224
25,2016_3,PTE225
26,2016_3,PTE230
27,2016_3,PTE428
28,2016_3,PTE457
29,2016_3,PTE474
30,2016_3,PTE507
31,2016_3,PTE525
32,2016_3,PTE531
33,2016_3,PTE540
34,2016_3,PTE542
35,2016_3,PTE556
36,2016_3,PTE561
37,2016_3,PTE565
38,2016_3,PTE590
39,2016_3,PTE615
40,2016_3,PTE634
41,2016_3,PTE661
42,2016_3,PTE689
43,2016_3,PTE701
44,2016_3,PTE704
45,2016_3,PTE736
46,2016_3,PTE868
47,2016_3,PTE872
48,2016_3,PTE913
49,2016_3,PTE914
50,2016_3,PTE929
51,2016_3,PTE949
52,2016_3,PTE973
53,2016_3,PTE1008
54,2016_3,PTE1012
55,2016_3,PTE1022
56,2016_3,PTE1034
57,2016_3,PTE1074
58,2016_3,PTE1115
59,2016_3,PTE1122
60,2016_3,PTE1145
61,2016_3,PTE1178
62,2016_3,PTE1194
63,2016_3,PTE1202
64,2016_3,PTE1218
65,2016_3,PTE1230
66,2016_3,PTE1241
67,2016_3,PTE1247
68,2016_3,PTE1269
69,2016_3,PTE1281
70,2016_3,PTE1397
71,2016_3,PTE1417
72,2016_3,PTE1437
73,2016_3,PTE1455
74,2016_3,PTE1474
75,2016_3,PTE1497
76,2016_3,PTE1516
77,2016_3,PTE1543
78,2016_3,PTE1548
79,2016_3,PTE1569
80,2016_3,PTE1606
81,2016_3,PTE1617
82,2016_3,PTE1659
83,2016_3,PTE1681
84,2016_3,PTE1687
85,2016_3,PTE1711
86,2016_3,PTE1755
87,2016_3,PTE1760
88,2016_3,PTE1815
89,2016_3,PTE1856
90,2016_3,PTE1883
91,2016_3,PTE1904
92,2016_3,PTE1915
93,2016_3,PTE1932
94,2016_3,PTE1970
95,2016_3,PTE1976
96,2016_3,PTE1979
97,2016_3,PTE1980
98,2016_3,PTE2006
99,2016_3,PTE2013
100,2016_3,PTE2037
101,2016_3,PTE2048
102,2016_3,PTE2051
103,2016_3,PTE2070
104,2016_3,PTE2072
105,2016_3,PTE2084
106,2016_3,PTE2093
107,2016_3,PTE2094
108,2016_3,PTE2117
109,2016_3,PTE2122
110,2016_3,PTE2132
111,2016_3,PTE2144
112,2016_3,PTE2185
113,2016_3,PTE2208
114,2016_3,PTE2218
115,2016_3,PTE2223
116,2016_3,PTE2255
117,2016_3,PTE2269
118,2016_3,PTE2286
119,2016_3,PTE2288
120,2016_3,PTE2328
121,2016_3,PTE2332
122,2016_3,PTE2389
123,2016_3,PTE2414
124,2016_3,PTE2433
125,2016_3,PTE2457
126,2016_3,PTE2480
127,2016_3,PTE2649
128,2016_3,PTE2650
129,2016_3,PTE2665
130,2016_3,PTE2691
131,2016_3,PTE2692
132,2016_3,PTE2701
133,2016_3,PTE2710
134,2016_3,PTE2729
135,2016_3,PTE2812
136,2016_3,PTE2853
137,2016_3,PTE2858
138,2016_3,PTE2859
139,2016_3,PTE2882
140,2016_3,PTE2917
141,2016_3,PTE3005
142,2016_3,PTE3046
143,2016_3,PTE3086
144,2016_3,PTE3108
145,2016_3,PTE3143
146,2016_3,PTE3174
147,2016_3,PTE3188
148,2016_3,PTE3237
149,2016_3,PTE3254
150,2016_3,PTE3256
151,2016_3,PTE3312
152,2016_3,PTE3339
153,2016_3,PTE3352
154,2016_3,PTE3359
155,2016_3,PTE3363
156,2016_3,PTE3368
157,2016_3,PTE3413
158,2016_3,PTE3434
159,2016_3,PTE3505
160,2016_3,PTE3565
161,2016_3,PTE2531
162,2016_3,PTE2584
163,2016_3,PTE2591
164,2016_3,PTE3611
165,2016_3,PTE3619
166,2016_3,PTE3647
167,2016_3,PTE3671
168,2016_3,PTE3725
169,2016_3,PTE3732
170,2016_3,PTE3768
171,2016_3,PTE3775
172,2016_3,PTE3811
173,2016_3,PTE3814
174,2016_3,PTE3829
175,2016_3,PTE3868
176,2016_3,PTE191
177,2016_3,PTE250
178,2016_3,PTE253
179,2016_3,PTE255
180,2016_3,PTE256
181,2016_3,PTE258
182,2016_3,PTE264
183,2016_3,PTE266
184,2016_3,PTE269
185,2016_3,PTE271
186,2016_3,PTE279
187,2016_3,PTE285
188,2016_3,PTE288
189,2016_3,PTE290
190,2016_3,PTE296
191,2016_3,PTE298
192,2016_3,PTE299
193,2016_3,PTE301
194,2016_3,PTE304
195,2016_3,PTE307
196,2016_3,PTE309
197,2016_3,PTE312
198,2016_3,PTE315
199,2016_3,PTE318
200,2016_3,PTE320
201,2016_3,PTE332
202,2016_3,PTE333
203,2016_3,PTE336
204,2016_3,PTE341
205,2016_3,PTE347
206,2016_3,PTE406
207,2016_3,PTE438
208,2016_3,PTE508
209,2016_3,PTE527
210,2016_3,PTE1105
211,2016_3,PTE1320
212,2016_3,PTE1340
213,2016_3,PTE1344
214,2016_3,PTE1625
215,2016_3,PTE1640
216,2016_3,PTE1677
217,2016_3,PTE1721
218,2016_3,PTE1765
219,2016_3,PTE1778
220,2016_3,PTE1789
221,2016_3,PTE1840
222,2016_3,PTE1889
223,2016_3,PTE1919
224,2016_3,PTE1930
225,2016_3,PTE2059
226,2016_3,PTE2078
227,2016_3,PTE2108
228,2016_3,PTE2154
229,2016_3,PTE2167
230,2016_3,PTE2453
231,2016_3,PTE2479
232,2016_3,PTE2499
233,2016_3,PTE2614
234,2016_3,PTE2621
235,2016_3,PTE2652
236,2016_3,PTE2781
237,2016_3,PTE2849
238,2016_3,PTE2907
239,2016_3,PTE2912
240,2016_3,PTE2913
1,2017_1,PTE02
2,2017_1,PTE04
3,2017_1,PTE21
4,2017_1,PTE22
5,2017_1,PTE25
6,2017_1,PTE37
7,2017_1,PTE43
8,2017_1,PTE59
9,2017_1,PTE82
10,2017_1,PTE92
11,2017_1,PTE104
12,2017_1,PTE105
13,2017_1,PTE108
14,2017_1,PTE118
15,2017_1,PTE120
16,2017_1,PTE122
17,2017_1,PTE126
18,2017_1,PTE134
19,2017_1,PTE143
20,2017_1,PTE151
21,2017_1,PTE174
22,2017_1,PTE179
23,2017_1,PTE185
24,2017_1,PTE187
25,2017_1,PTE189
26,2017_1,PTE195
27,2017_1,PTE414
28,2017_1,PTE430
29,2017_1,PTE488
30,2017_1,PTE528
31,2017_1,PTE547
32,2017_1,PTE575
33,2017_1,PTE580
34,2017_1,PTE581
35,2017_1,PTE616
36,2017_1,PTE642
37,2017_1,PTE666
38,2017_1,PTE705
39,2017_1,PTE706
40,2017_1,PTE749
41,2017_1,PTE750
42,2017_1,PTE778
43,2017_1,PTE780
44,2017_1,PTE795
45,2017_1,PTE834
46,2017_1,PTE844
47,2017_1,PTE849
48,2017_1,PTE865
49,2017_1,PTE874
50,2017_1,PTE880
51,2017_1,PTE884
52,2017_1,PTE897
53,2017_1,PTE910
54,2017_1,PTE920
55,2017_1,PTE932
56,2017_1,PTE966
57,2017_1,PTE993
58,2017_1,PTE1002
59,2017_1,PTE1011
60,2017_1,PTE1019
61,2017_1,PTE1042
62,2017_1,PTE1049
63,2017_1,PTE1070
64,2017_1,PTE1093
65,2017_1,PTE1260
66,2017_1,PTE1289
67,2017_1,PTE1329
68,2017_1,PTE1330
69,2017_1,PTE1350
70,2017_1,PTE1363
71,2017_1,PTE1408
72,2017_1,PTE1425
73,2017_1,PTE1464
74,2017_1,PTE1477
75,2017_1,PTE1526
76,2017_1,PTE1563
77,2017_1,PTE1611
78,2017_1,PTE1618
79,2017_1,PTE1623
80,2017_1,PTE1635
81,2017_1,PTE1641
82,2017_1,PTE1651
83,2017_1,PTE1676
84,2017_1,PTE1691
85,2017_1,PTE1695
86,2017_1,PTE1738
87,2017_1,PTE1783
88,2017_1,PTE1793
89,2017_1,PTE1798
90,2017_1,PTE1845
91,2017_1,PTE1868
92,2017_1,PTE1886
93,2017_1,PTE1917
94,2017_1,PTE1978
95,2017_1,PTE1992
96,2017_1,PTE2011
97,2017_1,PTE2020
98,2017_1,PTE2049
99,2017_1,PTE2058
100,2017_1,PTE2060
101,2017_1,PTE2098
102,2017_1,PTE2107
103,2017_1,PTE2133
104,2017_1,PTE2141
105,2017_1,PTE2162
106,2017_1,PTE2176
107,2017_1,PTE2202
108,2017_1,PTE2206
109,2017_1,PTE2211
110,2017_1,PTE2226
111,2017_1,PTE2237
112,2017_1,PTE2240
113,2017_1,PTE2263
114,2017_1,PTE2281
115,2017_1,PTE2285
116,2017_1,PTE2308
117,2017_1,PTE2340
118,2017_1,PTE2362
119,2017_1,PTE2386
120,2017_1,PTE2391
121,2017_1,PTE2402
122,2017_1,PTE2410
123,2017_1,PTE2426
124,2017_1,PTE2468
125,2017_1,PTE2476
126,2017_1,PTE2478
127,2017_1,PTE2536
128,2017_1,PTE2558
129,2017_1,PTE2561
130,2017_1,PTE2582
131,2017_1,PTE2623
132,2017_1,PTE2662
133,2017_1,PTE2697
134,2017_1,PTE2736
135,2017_1,PTE2739
136,2017_1,PTE2747
137,2017_1,PTE2752
138,2017_1,PTE2784
139,2017_1,PTE2789
140,2017_1,PTE2864
141,2017_1,PTE2865
142,2017_1,PTE2873
143,2017_1,PTE2905
144,2017_1,PTE2918
145,2017_1,PTE2921
146,2017_1,PTE2982
147,2017_1,PTE3017
148,2017_1,PTE3020
149,2017_1,PTE3076
150,2017_1,PTE3146
151,2017_1,PTE3170
152,2017_1,PTE3176
153,2017_1,PTE3230
154,2017_1,PTE3308
155,2017_1,PTE3316
156,2017_1,PTE3329
157,2017_1,PTE3332
158,2017_1,PTE3336
159,2017_1,PTE3349
160,2017_1,PTE3377
161,2017_1,PTE3467
162,2017_1,PTE3524
163,2017_1,PTE3557
164,2017_1,PTE3605
165,2017_1,PTE3626
166,2017_1,PTE3631
167,2017_1,PTE3644
168,2017_1,PTE3689
169,2017_1,PTE3701
170,2017_1,PTE3722
171,2017_1,PTE3735
172,2017_1,PTE3747
173,2017_1,PTE3777
174,2017_1,PTE3802
175,2017_1,PTE3826
176,2017_1,PTE125
177,2017_1,PTE172
