testSeq,testFORM,AccNum
39,2012_1,PTE1153
37,2014_1,PTE1154
37,2014_2,PTE1156
38,2014_2,PTE1158
37,2015_2,PTE1159
199,2012_1,PTE116
37,2012_2,PTE1160
38,2014_1,PTE1163
38,2015_2,PTE1173
194,2015_1,PTE1174
39,2015_3,PTE1175
184,2015_2,PTE1177
185,2015_2,PTE1179
39,2014_1,PTE1184
37,2012_3,PTE1185
40,2014_3,PTE1193
38,2012_3,PTE1194
30,2015_1,PTE1198
199,2012_2,PTE120
40,2014_1,PTE1201
40,2012_1,PTE1202
39,2014_2,PTE1203
32,2015_1,PTE1206
195,2015_1,PTE1207
86,2013_1,PTE121
37,2013_1,PTE1211
39,2012_2,PTE1212
40,2014_2,PTE1215
40,2012_2,PTE1216
33,2015_1,PTE1217
87,2014_1,PTE122
41,2012_1,PTE1220
34,2015_1,PTE1224
40,2013_2,PTE1225
191,2014_3,PTE123
41,2015_3,PTE1232
41,2012_2,PTE1236
186,2014_2,PTE124
40,2015_2,PTE1245
43,2014_3,PTE1246
43,2012_1,PTE1249
200,2014_3,PTE125
40,2013_3,PTE1251
35,2015_1,PTE1254
41,2013_2,PTE1256
42,2014_1,PTE1257
42,2014_2,PTE1258
36,2015_1,PTE1259
192,2014_2,PTE126
43,2012_2,PTE1260
42,2012_3,PTE1264
37,2015_1,PTE1268
43,2014_2,PTE1269
193,2014_2,PTE127
196,2015_1,PTE1271
197,2015_1,PTE1272
42,2013_2,PTE1273
44,2012_1,PTE1274
41,2013_3,PTE1275
39,2015_1,PTE1276
194,2014_2,PTE128
42,2015_3,PTE1280
45,2014_2,PTE1283
44,2012_3,PTE1284
46,2014_2,PTE1285
44,2014_3,PTE1286
46,2012_2,PTE1288
200,2015_3,PTE1289
183,2014_1,PTE129
45,2014_3,PTE1290
41,2013_1,PTE1292
44,2013_2,PTE1293
44,2015_2,PTE1294
46,2014_3,PTE1296
45,2013_2,PTE1297
44,2015_3,PTE1298
45,2013_3,PTE1300
191,2015_2,PTE1301
42,2013_1,PTE1302
201,2015_3,PTE1304
43,2013_1,PTE1307
45,2015_2,PTE1308
46,2013_3,PTE1309
188,2014_1,PTE131
43,2015_1,PTE1311
194,2015_2,PTE1315
46,2014_1,PTE1318
198,2015_1,PTE1319
45,2015_1,PTE1327
46,2015_3,PTE1328
45,2013_1,PTE1329
46,2013_1,PTE1330
197,2015_2,PTE1333
198,2015_2,PTE1334
199,2015_2,PTE1335
200,2015_2,PTE1336
201,2015_2,PTE1337
203,2015_2,PTE1339
216,2015_2,PTE134
47,2013_3,PTE1347
47,2014_2,PTE1351
48,2014_2,PTE1356
47,2012_2,PTE1360
49,2014_2,PTE1362
48,2013_2,PTE1364
48,2012_3,PTE1365
49,2012_3,PTE1366
47,2015_3,PTE1367
47,2015_2,PTE1371
49,2012_2,PTE1372
50,2014_2,PTE1373
48,2013_3,PTE1376
47,2014_1,PTE1377
184,2014_3,PTE1378
48,2014_1,PTE1379
49,2013_2,PTE1380
49,2014_1,PTE1381
49,2013_3,PTE1382
48,2015_2,PTE1385
50,2015_2,PTE1388
51,2013_3,PTE1389
49,2014_3,PTE1391
53,2014_2,PTE1401
54,2012_3,PTE1404
52,2012_2,PTE1405
55,2014_2,PTE1406
48,2013_1,PTE1407
102,2013_3,PTE141
50,2013_1,PTE1415
54,2014_3,PTE1419
94,2015_1,PTE142
55,2014_3,PTE1422
50,2015_3,PTE1423
56,2014_3,PTE1424
54,2015_2,PTE1426
51,2015_1,PTE1427
52,2013_1,PTE1428
58,2014_2,PTE1431
56,2012_3,PTE1435
54,2012_1,PTE1438
54,2014_1,PTE1440
58,2012_2,PTE1441
53,2015_1,PTE1443
52,2015_3,PTE1444
61,2014_2,PTE1445
54,2013_2,PTE1448
63,2014_2,PTE1452
177,2012_3,PTE1453
55,2014_1,PTE1454
58,2014_3,PTE1455
178,2012_1,PTE1457
57,2014_1,PTE1458
59,2014_3,PTE1459
104,2014_1,PTE146
203,2013_2,PTE148
57,2013_1,PTE1483
58,2015_2,PTE1484
105,2012_1,PTE149
59,2015_1,PTE1492
64,2014_3,PTE1493
66,2014_2,PTE1494
58,2013_1,PTE1495
65,2012_1,PTE1499
106,2012_1,PTE150
61,2015_3,PTE1503
65,2014_3,PTE1504
66,2014_3,PTE1505
57,2013_3,PTE1506
67,2014_3,PTE1509
60,2015_2,PTE1510
67,2012_2,PTE1511
181,2014_2,PTE1512
68,2014_3,PTE1513
62,2015_3,PTE1514
61,2015_1,PTE1517
59,2013_3,PTE1519
64,2015_3,PTE1520
62,2013_1,PTE1521
178,2012_3,PTE1523
61,2015_2,PTE1524
65,2015_3,PTE1527
69,2014_3,PTE1529
103,2012_3,PTE153
69,2012_2,PTE1530
68,2014_2,PTE1533
66,2014_1,PTE1536
67,2014_1,PTE1537
183,2012_2,PTE1540
71,2012_2,PTE1543
64,2013_1,PTE1544
70,2014_2,PTE1546
71,2014_2,PTE1548
70,2014_1,PTE1553
70,2014_3,PTE1554
68,2012_3,PTE1555
66,2015_3,PTE1557
71,2014_1,PTE1559
204,2013_2,PTE156
182,2014_2,PTE1565
183,2014_2,PTE1567
72,2014_1,PTE1570
66,2013_1,PTE1576
69,2015_3,PTE1577
73,2014_1,PTE1579
183,2012_1,PTE1580
69,2012_3,PTE1581
70,2015_3,PTE1582
180,2012_3,PTE1584
65,2013_3,PTE1588
71,2014_3,PTE1589
184,2012_1,PTE1591
64,2015_2,PTE1594
65,2015_2,PTE1595
77,2014_2,PTE1596
186,2014_3,PTE1598
73,2012_1,PTE1599
67,2015_2,PTE1601
66,2013_2,PTE1606
74,2014_3,PTE1607
75,2012_3,PTE1609
75,2014_3,PTE1610
79,2014_2,PTE1611
76,2014_3,PTE1612
68,2015_2,PTE1613
71,2013_3,PTE1617
80,2014_2,PTE1618
76,2012_1,PTE1623
77,2012_1,PTE1624
89,2013_1,PTE1625
93,2013_3,PTE1627
221,2012_1,PTE163
98,2014_3,PTE1630
94,2015_2,PTE1631
97,2013_1,PTE1632
224,2015_2,PTE1633
97,2014_1,PTE1639
199,2013_1,PTE1641
226,2015_1,PTE1643
95,2012_2,PTE1645
102,2013_1,PTE1650
101,2013_2,PTE1659
228,2015_3,PTE1660
100,2012_1,PTE1662
103,2015_3,PTE1663
104,2015_3,PTE1665
105,2013_3,PTE1669
103,2014_1,PTE1672
206,2013_3,PTE1673
104,2013_2,PTE1676
105,2013_2,PTE1679
105,2015_2,PTE1682
104,2014_2,PTE1683
100,2012_2,PTE1684
104,2014_3,PTE1685
101,2012_2,PTE1686
102,2012_2,PTE1687
106,2015_3,PTE1689
107,2015_3,PTE1691
105,2014_1,PTE1692
101,2015_1,PTE1693
104,2012_3,PTE1695
106,2013_3,PTE1697
219,2012_3,PTE1703
219,2012_1,PTE1704
213,2013_3,PTE1706
78,2013_3,PTE1707
78,2013_1,PTE1708
214,2014_3,PTE1715
87,2012_1,PTE1718
84,2014_1,PTE1720
79,2013_1,PTE1725
213,2014_1,PTE1728
85,2014_1,PTE1729
81,2013_1,PTE1730
84,2015_3,PTE1733
235,2015_1,PTE1734
144,2013_1,PTE1738
84,2013_2,PTE1739
217,2013_3,PTE174
84,2015_2,PTE1741
147,2013_2,PTE1743
209,2014_1,PTE175
150,2015_1,PTE1750
151,2015_1,PTE1752
150,2013_1,PTE1754
150,2012_1,PTE1757
151,2012_1,PTE1758
211,2014_2,PTE176
155,2013_3,PTE1761
234,2014_2,PTE1764
164,2012_1,PTE1766
160,2015_3,PTE1767
162,2012_2,PTE1771
167,2013_3,PTE1773
168,2013_3,PTE1774
210,2014_1,PTE178
172,2013_2,PTE1780
170,2015_2,PTE1781
173,2014_2,PTE1782
232,2015_2,PTE179
182,2012_3,PTE1793
187,2012_1,PTE1796
187,2012_2,PTE1800
189,2012_2,PTE1805
188,2012_3,PTE1806
191,2012_3,PTE1815
189,2014_3,PTE1817
195,2012_1,PTE1819
233,2015_2,PTE182
237,2012_3,PTE1822
194,2012_2,PTE1823
194,2012_3,PTE1824
195,2012_3,PTE1826
196,2012_3,PTE1827
198,2012_1,PTE1828
197,2012_3,PTE1829
214,2014_1,PTE183
238,2012_1,PTE1830
237,2012_2,PTE1831
238,2012_3,PTE1836
226,2013_3,PTE1837
196,2012_2,PTE1838
215,2014_1,PTE184
234,2013_2,PTE1840
219,2015_1,PTE1841
239,2014_2,PTE1847
238,2013_3,PTE1848
240,2013_3,PTE1849
234,2015_2,PTE185
209,2012_1,PTE1854
185,2014_2,PTE1855
115,2012_2,PTE186
84,2013_1,PTE1860
86,2013_3,PTE1864
181,2014_1,PTE1867
87,2013_1,PTE1869
194,2013_3,PTE1871
190,2014_3,PTE1873
197,2013_1,PTE1875
188,2013_2,PTE1876
189,2013_2,PTE1877
192,2014_3,PTE1878
182,2014_1,PTE1879
144,2013_3,PTE188
187,2014_2,PTE1880
193,2014_3,PTE1881
188,2014_2,PTE1882
196,2013_3,PTE1883
195,2014_3,PTE1884
191,2013_2,PTE1885
197,2013_3,PTE1886
196,2014_3,PTE1887
197,2014_3,PTE1888
144,2012_1,PTE189
189,2014_2,PTE1890
190,2014_2,PTE1892
198,2014_3,PTE1893
192,2013_2,PTE1894
199,2013_3,PTE1895
199,2014_3,PTE1896
191,2014_2,PTE1897
184,2014_1,PTE1898
185,2014_1,PTE1899
187,2015_1,PTE19
186,2014_1,PTE1900
193,2013_2,PTE1901
201,2014_3,PTE1902
195,2014_2,PTE1903
202,2014_3,PTE1904
200,2013_3,PTE1905
196,2014_2,PTE1906
203,2014_3,PTE1907
197,2014_2,PTE1908
189,2014_1,PTE1909
198,2014_2,PTE1910
190,2014_1,PTE1912
199,2014_2,PTE1913
204,2014_3,PTE1914
198,2013_2,PTE1915
201,2013_3,PTE1916
205,2014_3,PTE1917
200,2014_2,PTE1920
201,2014_2,PTE1921
193,2014_1,PTE1922
195,2014_1,PTE1924
196,2014_1,PTE1925
203,2014_2,PTE1926
204,2014_2,PTE1927
217,2015_2,PTE1928
199,2014_1,PTE1929
147,2014_2,PTE193
202,2014_1,PTE1932
204,2014_1,PTE1934
218,2015_2,PTE1938
219,2015_2,PTE1940
205,2014_1,PTE1941
220,2015_2,PTE1942
222,2015_2,PTE1945
216,2014_3,PTE1969
148,2012_2,PTE197
109,2012_2,PTE1970
109,2012_1,PTE1971
109,2014_3,PTE1973
109,2015_2,PTE1977
109,2014_1,PTE1978
109,2014_2,PTE1980
110,2014_1,PTE1982
216,2014_2,PTE1991
110,2014_2,PTE1992
111,2014_1,PTE1993
217,2014_3,PTE1996
110,2014_3,PTE1997
109,2013_1,PTE1999
39,2013_2,PTE20
150,2014_1,PTE200
218,2014_3,PTE2000
112,2014_1,PTE2001
219,2014_3,PTE2002
113,2014_1,PTE2005
111,2014_2,PTE2006
149,2013_3,PTE201
17,2015_1,PTE2010
110,2013_1,PTE2012
109,2013_3,PTE2013
152,2014_3,PTE202
110,2015_3,PTE2020
44,2014_2,PTE2029
111,2013_1,PTE2031
114,2014_1,PTE2032
110,2013_3,PTE2035
110,2012_1,PTE2036
113,2013_1,PTE2042
111,2012_2,PTE2044
112,2015_3,PTE2045
109,2015_1,PTE2046
110,2015_2,PTE2047
112,2012_2,PTE2048
111,2012_1,PTE2050
110,2015_1,PTE2054
112,2015_2,PTE2056
149,2015_1,PTE206
206,2012_3,PTE2060
208,2012_3,PTE2061
113,2015_3,PTE2068
112,2013_3,PTE2072
113,2014_2,PTE2075
149,2015_2,PTE208
114,2013_1,PTE2080
196,2013_1,PTE2084
116,2013_1,PTE2087
198,2013_3,PTE2091
114,2014_2,PTE2093
111,2012_3,PTE2095
113,2013_3,PTE2096
114,2012_2,PTE2097
150,2015_3,PTE210
114,2013_3,PTE2102
112,2015_1,PTE2103
113,2015_1,PTE2104
114,2015_2,PTE2105
112,2012_3,PTE2107
115,2014_2,PTE2110
112,2013_2,PTE2111
192,2014_1,PTE2113
116,2014_2,PTE2116
117,2013_1,PTE2119
114,2015_3,PTE2121
203,2014_1,PTE2122
117,2014_2,PTE2124
114,2015_1,PTE2125
112,2014_3,PTE2126
112,2012_1,PTE2129
115,2015_2,PTE2131
114,2013_2,PTE2135
115,2015_1,PTE2137
116,2015_2,PTE2141
118,2015_2,PTE2147
114,2012_1,PTE2148
116,2015_3,PTE2151
115,2012_1,PTE2152
116,2013_2,PTE2155
118,2014_2,PTE2157
116,2015_1,PTE2158
154,2014_3,PTE216
114,2014_3,PTE2162
217,2014_2,PTE2165
116,2012_2,PTE2166
120,2015_2,PTE2170
117,2012_2,PTE2171
114,2012_3,PTE2172
118,2013_2,PTE2173
115,2014_3,PTE2176
116,2013_3,PTE2179
150,2012_2,PTE218
119,2013_1,PTE2180
151,2015_3,PTE219
117,2013_3,PTE2198
116,2012_1,PTE2199
42,2015_2,PTE22
150,2015_2,PTE220
115,2014_1,PTE2203
119,2013_2,PTE2204
115,2012_3,PTE2205
118,2015_3,PTE2206
117,2015_1,PTE2207
117,2012_1,PTE2208
151,2012_3,PTE221
118,2013_3,PTE2212
116,2014_3,PTE2216
121,2015_2,PTE2219
117,2012_3,PTE2220
120,2013_1,PTE2221
118,2012_1,PTE2223
116,2014_1,PTE2224
121,2014_2,PTE2226
117,2014_1,PTE2228
118,2015_1,PTE2229
118,2014_3,PTE2234
119,2015_1,PTE2237
122,2015_2,PTE2239
120,2014_3,PTE2248
151,2014_2,PTE225
118,2012_3,PTE2250
121,2013_2,PTE2254
122,2013_1,PTE2257
120,2015_3,PTE2260
120,2015_1,PTE2262
123,2013_1,PTE2268
119,2012_3,PTE2269
119,2012_2,PTE2275
121,2015_1,PTE2276
121,2014_3,PTE2278
119,2013_3,PTE2279
154,2012_2,PTE228
119,2014_1,PTE2286
119,2012_1,PTE2290
121,2012_2,PTE2291
122,2014_3,PTE2292
123,2015_3,PTE2294
121,2012_3,PTE2297
120,2014_1,PTE2298
152,2013_1,PTE230
123,2014_3,PTE2305
120,2013_3,PTE2306
124,2015_3,PTE2307
124,2013_1,PTE2308
122,2013_2,PTE2314
124,2014_3,PTE2315
123,2012_2,PTE2316
155,2015_3,PTE232
121,2013_3,PTE2323
121,2014_1,PTE2326
125,2014_3,PTE2330
123,2014_2,PTE2331
122,2014_1,PTE2335
126,2014_3,PTE2336
122,2013_3,PTE2337
123,2013_3,PTE2338
123,2015_1,PTE2339
124,2015_1,PTE2340
122,2012_3,PTE2342
127,2014_3,PTE2344
124,2014_2,PTE2345
123,2012_3,PTE2346
123,2012_1,PTE2349
153,2015_1,PTE235
128,2014_3,PTE2350
124,2013_2,PTE2352
124,2014_1,PTE2353
129,2014_3,PTE2355
125,2013_1,PTE2357
125,2013_3,PTE2358
153,2012_1,PTE236
125,2015_2,PTE2360
126,2014_2,PTE2361
125,2012_3,PTE2362
125,2012_1,PTE2363
127,2015_3,PTE2365
127,2014_2,PTE2366
126,2013_3,PTE2367
126,2015_2,PTE2368
126,2013_2,PTE2369
154,2014_1,PTE237
128,2014_2,PTE2370
128,2015_3,PTE2371
125,2012_2,PTE2372
126,2015_1,PTE2374
127,2015_1,PTE2376
129,2014_2,PTE2377
128,2015_1,PTE2379
155,2012_3,PTE238
126,2012_1,PTE2381
127,2013_3,PTE2384
223,2014_3,PTE2385
126,2013_1,PTE2386
127,2012_2,PTE2390
127,2014_1,PTE2395
146,2014_2,PTE2397
168,2012_1,PTE2398
127,2013_1,PTE2399
127,2015_2,PTE2400
127,2013_2,PTE2401
128,2013_1,PTE2402
130,2014_2,PTE2408
127,2012_1,PTE2409
129,2013_1,PTE2410
129,2012_2,PTE2413
129,2013_3,PTE2414
238,2014_2,PTE2415
129,2015_2,PTE2416
130,2015_3,PTE2419
128,2014_1,PTE2421
130,2013_1,PTE2427
129,2013_2,PTE2428
129,2014_1,PTE2429
130,2012_3,PTE2434
224,2014_3,PTE2436
130,2012_1,PTE2438
225,2014_3,PTE2449
130,2013_3,PTE2450
228,2014_3,PTE2451
235,2015_2,PTE2454
230,2014_3,PTE2455
231,2014_3,PTE2456
220,2014_2,PTE2457
221,2014_2,PTE2459
167,2014_1,PTE246
222,2014_2,PTE2460
223,2014_2,PTE2461
217,2014_1,PTE2462
224,2014_2,PTE2463
218,2014_1,PTE2465
219,2014_1,PTE2466
225,2014_2,PTE2467
226,2014_2,PTE2468
227,2014_2,PTE2469
228,2014_2,PTE2471
229,2014_2,PTE2473
230,2014_2,PTE2475
229,2013_2,PTE248
225,2014_1,PTE2480
233,2014_2,PTE2482
226,2014_1,PTE2483
227,2014_1,PTE2484
228,2014_1,PTE2485
229,2014_1,PTE2486
230,2014_1,PTE2488
231,2014_1,PTE2489
230,2013_2,PTE249
232,2014_1,PTE2490
233,2014_1,PTE2494
44,2014_1,PTE25
183,2014_3,PTE26
1,2015_2,PTE2602
1,2014_1,PTE2604
1,2014_3,PTE2606
3,2015_1,PTE2608
2,2014_3,PTE2609
3,2015_2,PTE2611
4,2015_2,PTE2612
176,2013_3,PTE2631
3,2015_3,PTE2632
2,2013_3,PTE2633
178,2015_2,PTE2634
4,2014_1,PTE2635
3,2013_3,PTE2637
3,2014_2,PTE2641
240,2015_1,PTE2643
4,2014_3,PTE2645
5,2014_2,PTE2649
179,2015_2,PTE2651
5,2012_2,PTE2655
6,2012_3,PTE2656
5,2014_3,PTE2657
8,2013_2,PTE2658
5,2013_1,PTE2663
7,2012_1,PTE2664
9,2013_2,PTE2670
6,2012_2,PTE2675
7,2015_2,PTE2678
6,2014_1,PTE2679
9,2014_2,PTE2682
7,2014_1,PTE2687
8,2015_2,PTE2690
9,2015_3,PTE2698
178,2012_2,PTE27
12,2014_3,PTE2702
16,2013_2,PTE2704
17,2013_1,PTE2705
16,2012_2,PTE2708
23,2012_2,PTE2715
194,2015_3,PTE2719
40,2013_1,PTE2721
45,2015_3,PTE2723
195,2015_2,PTE2724
210,2013_2,PTE2731
128,2013_2,PTE2733
128,2012_3,PTE2734
232,2014_3,PTE2736
137,2012_2,PTE2746
137,2015_2,PTE2752
136,2015_1,PTE2754
138,2015_2,PTE2756
137,2013_3,PTE2758
169,2014_1,PTE2763
138,2012_2,PTE2770
140,2014_3,PTE2775
171,2014_1,PTE2777
138,2013_3,PTE2778
140,2012_3,PTE2779
139,2013_1,PTE2784
139,2014_1,PTE2791
141,2012_3,PTE2793
139,2012_1,PTE2794
138,2015_3,PTE2796
140,2013_1,PTE2797
141,2014_3,PTE2800
142,2014_3,PTE2804
137,2014_2,PTE2805
139,2013_2,PTE2809
140,2014_1,PTE2812
141,2014_1,PTE2822
137,2015_1,PTE2826
142,2012_3,PTE2829
139,2012_2,PTE2831
138,2015_1,PTE2836
139,2015_3,PTE2837
140,2012_1,PTE2844
141,2012_1,PTE2846
142,2012_1,PTE2849
142,2014_1,PTE2854
174,2014_3,PTE2860
140,2015_3,PTE2861
141,2015_3,PTE2862
140,2015_2,PTE2863
139,2015_1,PTE2865
141,2012_2,PTE2868
140,2014_2,PTE2875
143,2014_1,PTE2876
141,2014_2,PTE2877
142,2013_1,PTE2878
142,2012_2,PTE2880
143,2013_1,PTE2883
142,2015_3,PTE2885
140,2013_2,PTE2886
173,2012_1,PTE2887
142,2013_3,PTE2888
141,2015_1,PTE2893
179,2012_3,PTE29
143,2015_3,PTE2903
143,2014_3,PTE2905
172,2015_1,PTE2914
142,2014_2,PTE2915
171,2015_3,PTE2919
141,2013_2,PTE2921
142,2013_2,PTE2922
174,2012_1,PTE2924
175,2014_3,PTE2926
143,2013_3,PTE2927
143,2012_2,PTE2928
143,2013_2,PTE2932
143,2014_2,PTE2935
142,2015_1,PTE2937
175,2012_2,PTE2938
131,2012_1,PTE2980
131,2015_2,PTE2981
131,2012_3,PTE2982
131,2015_3,PTE2984
133,2012_1,PTE2986
131,2014_3,PTE2992
132,2012_3,PTE2993
131,2014_2,PTE2996
132,2015_2,PTE2997
73,2014_2,PTE30
132,2012_2,PTE3005
131,2013_2,PTE3008
132,2013_1,PTE3010
131,2014_1,PTE3013
131,2015_1,PTE3014
133,2015_2,PTE3016
132,2014_3,PTE3018
131,2013_3,PTE3022
132,2015_3,PTE3023
132,2013_3,PTE3024
134,2015_2,PTE3025
133,2015_3,PTE3027
133,2014_2,PTE3028
132,2013_2,PTE3033
134,2012_3,PTE3034
133,2013_1,PTE3040
133,2013_3,PTE3042
134,2013_1,PTE3045
135,2014_1,PTE3048
133,2013_2,PTE3050
133,2014_3,PTE3051
134,2015_3,PTE3052
136,2012_3,PTE3054
134,2013_3,PTE3058
135,2015_3,PTE3059
138,2012_3,PTE3062
135,2012_2,PTE3063
135,2013_3,PTE3067
138,2014_1,PTE3069
136,2012_1,PTE3071
134,2013_2,PTE3073
134,2014_3,PTE3075
135,2014_2,PTE3076
136,2014_3,PTE3078
135,2015_2,PTE3088
136,2013_2,PTE3089
137,2014_3,PTE3093
136,2012_2,PTE3094
137,2013_1,PTE3095
137,2013_2,PTE3096
138,2012_1,PTE3098
70,2012_1,PTE31
138,2013_2,PTE3100
138,2014_3,PTE3101
135,2015_1,PTE3106
144,2012_2,PTE3114
144,2013_2,PTE3116
145,2012_2,PTE3129
144,2015_2,PTE3138
144,2014_3,PTE3139
144,2014_1,PTE3140
145,2014_1,PTE3141
146,2012_1,PTE3146
144,2012_3,PTE3148
145,2014_3,PTE3149
146,2012_2,PTE3150
144,2014_2,PTE3152
145,2015_3,PTE3158
146,2014_3,PTE3164
147,2012_2,PTE3167
145,2013_1,PTE3168
145,2014_2,PTE3172
147,2014_3,PTE3174
143,2015_1,PTE3176
145,2015_2,PTE3179
148,2014_3,PTE3183
145,2012_3,PTE3188
146,2014_1,PTE3191
145,2013_3,PTE3200
145,2015_1,PTE3204
146,2015_1,PTE3205
146,2015_2,PTE3209
146,2013_3,PTE3212
147,2015_1,PTE3214
147,2014_1,PTE3217
147,2012_3,PTE3219
149,2014_2,PTE3224
147,2013_3,PTE3231
148,2015_1,PTE3235
150,2014_2,PTE3237
147,2015_2,PTE3238
148,2012_3,PTE3241
149,2012_2,PTE3242
151,2014_3,PTE3243
147,2015_3,PTE3245
148,2015_3,PTE3246
149,2013_1,PTE3263
149,2015_3,PTE3269
149,2014_1,PTE3274
148,2013_3,PTE3277
149,2012_3,PTE3291
148,2012_1,PTE3293
151,2014_1,PTE3298
150,2013_3,PTE3299
150,2012_3,PTE3302
149,2013_2,PTE3305
150,2013_2,PTE3306
151,2013_3,PTE3313
152,2015_3,PTE3319
151,2015_2,PTE3320
152,2012_3,PTE3321
151,2012_2,PTE3322
152,2012_2,PTE3325
151,2013_1,PTE3329
153,2012_2,PTE3330
152,2015_2,PTE3331
152,2013_3,PTE3335
152,2014_1,PTE3336
154,2015_3,PTE3338
153,2012_3,PTE3339
153,2014_1,PTE3340
152,2012_1,PTE3341
152,2014_2,PTE3347
152,2013_2,PTE3348
153,2013_1,PTE3350
153,2013_2,PTE3352
154,2015_1,PTE3353
154,2013_2,PTE3355
154,2012_1,PTE3357
153,2014_2,PTE3358
155,2013_2,PTE3361
173,2015_3,PTE3362
155,2012_1,PTE3363
155,2014_1,PTE3366
154,2013_1,PTE3367
155,2015_2,PTE3370
156,2012_2,PTE3379
156,2015_2,PTE3382
157,2014_3,PTE3386
235,2014_2,PTE3390
158,2012_3,PTE3394
158,2014_3,PTE3397
159,2012_3,PTE3399
211,2013_1,PTE3404
157,2013_1,PTE3408
157,2015_3,PTE3409
214,2013_2,PTE3411
219,2012_2,PTE3416
159,2015_3,PTE3418
158,2014_2,PTE3419
159,2014_2,PTE3420
161,2013_3,PTE3422
161,2014_2,PTE3430
162,2013_3,PTE3431
162,2013_2,PTE3433
159,2012_2,PTE3434
160,2013_1,PTE3436
163,2013_2,PTE3437
160,2012_2,PTE3441
161,2012_2,PTE3442
161,2014_1,PTE3443
163,2014_3,PTE3447
164,2014_3,PTE3452
164,2013_3,PTE3453
165,2014_3,PTE3456
223,2012_1,PTE3462
164,2013_1,PTE3465
166,2014_3,PTE3467
163,2015_3,PTE3469
165,2013_1,PTE3470
167,2012_1,PTE3471
167,2014_3,PTE3480
163,2014_1,PTE3498
168,2012_2,PTE3506
169,2012_3,PTE3514
168,2015_2,PTE3515
170,2013_3,PTE3517
168,2015_1,PTE3530
169,2015_2,PTE3534
171,2013_2,PTE3538
170,2014_2,PTE3540
166,2015_3,PTE3541
167,2013_1,PTE3542
168,2015_3,PTE3546
170,2014_3,PTE3551
172,2013_3,PTE3554
172,2014_3,PTE3557
169,2013_1,PTE3560
171,2014_2,PTE3562
172,2014_2,PTE3563
168,2014_1,PTE3572
173,2014_3,PTE3573
172,2015_2,PTE3575
170,2015_3,PTE3582
181,2015_1,PTE3585
27,2012_3,PTE3589
190,2015_3,PTE3590
24,2015_1,PTE3591
25,2013_2,PTE3592
25,2015_1,PTE3594
23,2014_2,PTE3595
29,2014_3,PTE3596
29,2013_2,PTE3597
181,2015_2,PTE3598
66,2013_3,PTE36
30,2014_3,PTE3600
30,2012_3,PTE3601
27,2015_2,PTE3602
29,2015_2,PTE3604
33,2014_3,PTE3607
25,2012_2,PTE3608
210,2012_1,PTE3611
91,2013_3,PTE3617
90,2012_1,PTE3618
167,2012_3,PTE3619
89,2015_3,PTE3622
90,2015_3,PTE3624
89,2014_2,PTE3625
92,2013_1,PTE3626
92,2013_3,PTE3634
92,2015_3,PTE3635
92,2012_3,PTE3637
169,2012_1,PTE3638
93,2013_1,PTE3640
211,2012_1,PTE3641
91,2014_2,PTE3644
93,2012_1,PTE3648
169,2014_3,PTE3651
93,2014_2,PTE3657
94,2014_2,PTE3659
95,2014_1,PTE3662
93,2014_3,PTE3667
172,2012_3,PTE3670
95,2014_2,PTE3671
95,2013_2,PTE3672
174,2012_2,PTE3674
172,2013_1,PTE3676
96,2013_2,PTE3678
95,2013_1,PTE3680
96,2013_3,PTE3681
97,2014_3,PTE3682
204,2012_2,PTE3685
97,2014_2,PTE3690
212,2012_3,PTE3691
97,2015_2,PTE3694
99,2015_1,PTE3695
232,2015_3,PTE3696
77,2014_1,PTE37
169,2014_2,PTE3701
165,2015_3,PTE3708
168,2013_2,PTE3709
166,2015_2,PTE3711
215,2013_2,PTE3714
165,2012_3,PTE3717
166,2013_3,PTE3722
107,2015_2,PTE3733
167,2014_2,PTE3737
103,2015_1,PTE3739
108,2015_2,PTE3740
104,2015_1,PTE3742
207,2012_2,PTE3745
107,2013_1,PTE3747
108,2013_1,PTE3751
108,2014_2,PTE3754
162,2015_1,PTE3758
165,2014_2,PTE3765
154,2014_2,PTE3774
155,2014_2,PTE3775
208,2014_2,PTE3785
207,2014_1,PTE3786
209,2014_2,PTE3787
206,2014_3,PTE3788
163,2013_3,PTE3789
162,2014_2,PTE3794
162,2014_3,PTE3798
71,2015_3,PTE38
209,2014_3,PTE3802
210,2014_3,PTE3803
211,2014_3,PTE3804
163,2014_2,PTE3805
164,2013_2,PTE3808
212,2014_3,PTE3812
161,2013_1,PTE3814
163,2012_2,PTE3817
159,2014_1,PTE3821
160,2014_1,PTE3823
164,2014_2,PTE3824
165,2013_2,PTE3826
215,2014_2,PTE3830
88,2012_2,PTE3836
88,2014_3,PTE3837
88,2012_3,PTE3839
89,2012_2,PTE3840
88,2014_1,PTE3841
89,2014_3,PTE3842
90,2014_3,PTE3844
89,2012_1,PTE3845
89,2013_3,PTE3847
89,2014_1,PTE3850
174,2013_3,PTE3852
173,2013_1,PTE3853
175,2014_2,PTE3854
237,2013_2,PTE3863
240,2014_3,PTE3865
235,2013_3,PTE3866
236,2013_3,PTE3867
239,2013_3,PTE3868
78,2014_2,PTE40
1,2012_2,PTE405
1,2013_2,PTE408
213,2014_2,PTE415
1,2012_1,PTE416
75,2012_2,PTE42
135,2014_3,PTE420
1,2012_3,PTE422
2,2014_1,PTE423
1,2014_2,PTE424
2,2012_3,PTE425
